Word,URL,Frequecny,Positions
quotes,https://quotes.toscrape.com/tag/life/,3,"0,3,514"
quotes,https://quotes.toscrape.com/tag/humor/,3,"0,3,291"
quotes,https://quotes.toscrape.com/tag/books/,4,"0,3,153,337"
quotes,https://quotes.toscrape.com/tag/reading/,3,"0,3,258"
quotes,https://quotes.toscrape.com/tag/friendship/,3,"0,3,164"
quotes,https://quotes.toscrape.com/tag/friends/,4,"0,3,305,319"
quotes,https://quotes.toscrape.com/tag/truth/,3,"0,3,122"
quotes,https://quotes.toscrape.com/tag/simile/,3,"0,3,77"
quotes,https://quotes.toscrape.com/author/Terry-Pratchett,3,"0,3,337"
quotes,https://quotes.toscrape.com/tag/open-mind/page/1/,3,"0,3,57"
quotes,https://quotes.toscrape.com/tag/friends/page/1/,4,"0,3,305,319"
quotes,https://quotes.toscrape.com/tag/heartbreak/page/1/,3,"0,3,247"
quotes,https://quotes.toscrape.com/tag/sisters/page/1/,3,"0,3,247"
quotes,https://quotes.toscrape.com/author/Elie-Wiesel,3,"0,3,170"
quotes,https://quotes.toscrape.com/tag/activism/page/1/,3,"0,3,77"
quotes,https://quotes.toscrape.com/tag/apathy/page/1/,3,"0,3,77"
quotes,https://quotes.toscrape.com/tag/hate/page/1/,3,"0,3,77"
quotes,https://quotes.toscrape.com/tag/indifference/page/1/,3,"0,3,77"
quotes,https://quotes.toscrape.com/tag/opposite/page/1/,3,"0,3,77"
quotes,https://quotes.toscrape.com/tag/philosophy/page/1/,3,"0,3,106"
quotes,https://quotes.toscrape.com/tag/death/page/1/,3,"0,3,107"
quotes,https://quotes.toscrape.com/author/George-Eliot,3,"0,3,420"
quotes,https://quotes.toscrape.com/author/C-S-Lewis,3,"0,3,153"
quotes,https://quotes.toscrape.com/tag/reading/page/1/,3,"0,3,258"
quotes,https://quotes.toscrape.com/tag/tea/page/1/,3,"0,3,51"
quotes,https://quotes.toscrape.com/author/Martin-Luther-King-Jr,3,"0,3,211"
quotes,https://quotes.toscrape.com/tag/hope/page/1/,3,"0,3,82"
quotes,https://quotes.toscrape.com/author/Helen-Keller,3,"0,3,487"
quotes,https://quotes.toscrape.com/tag/inspirational/page/2/,3,"0,3,100"
quotes,https://quotes.toscrape.com/author/Douglas-Adams,3,"0,3,290"
quotes,https://quotes.toscrape.com/tag/navigation/page/1/,3,"0,3,52"
quotes,https://quotes.toscrape.com/author/Mark-Twain,3,"0,3,316"
quotes,https://quotes.toscrape.com/tag/contentment/page/1/,3,"0,3,46"
quotes,https://quotes.toscrape.com/tag/friendship/page/1/,3,"0,3,164"
quotes,https://quotes.toscrape.com/author/Allen-Saunders,3,"0,3,294"
quotes,https://quotes.toscrape.com/tag/fate/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/tag/misattributed-john-lennon/page/1/,3,"0,3,49"
quotes,https://quotes.toscrape.com/tag/planning/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/tag/plans/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/author/Dr-Seuss,3,"0,3,444"
quotes,https://quotes.toscrape.com/tag/comedy/page/1/,3,"0,3,50"
quotes,https://quotes.toscrape.com/tag/yourself/page/1/,3,"0,3,70"
quotes,https://quotes.toscrape.com/author/George-Bernard-Shaw,3,"0,3,332"
quotes,https://quotes.toscrape.com/author/Ralph-Waldo-Emerson,3,"0,3,546"
quotes,https://quotes.toscrape.com/tag/regrets/page/1/,3,"0,3,83"
quotes,https://quotes.toscrape.com/tag/life/page/2/,3,"0,3,107"
quotes,https://quotes.toscrape.com/author/Jorge-Luis-Borges,3,"0,3,212"
quotes,https://quotes.toscrape.com/tag/library/page/1/,3,"0,3,92"
quotes,https://quotes.toscrape.com/author/Haruki-Murakami,3,"0,3,279"
quotes,https://quotes.toscrape.com/tag/thought/page/1/,3,"0,3,50"
quotes,https://quotes.toscrape.com/author/Ernest-Hemingway,3,"0,3,376"
quotes,https://quotes.toscrape.com/tag/novelist-quotes/page/1/,5,"0,3,10,28,42"
quotes,https://quotes.toscrape.com/author/J-D-Salinger,3,"0,3,369"
quotes,https://quotes.toscrape.com/tag/authors/page/1/,3,"0,3,83"
quotes,https://quotes.toscrape.com/tag/literature/page/1/,3,"0,3,83"
quotes,https://quotes.toscrape.com/tag/writing/page/1/,3,"0,3,148"
quotes,https://quotes.toscrape.com/author/Madeleine-LEngle,3,"0,3,503"
quotes,https://quotes.toscrape.com/tag/children/page/1/,3,"0,3,98"
quotes,https://quotes.toscrape.com/tag/difficult/page/1/,3,"0,3,65"
quotes,https://quotes.toscrape.com/tag/grown-ups/page/1/,3,"0,3,66"
quotes,https://quotes.toscrape.com/tag/write/page/1/,3,"0,3,65"
quotes,https://quotes.toscrape.com/tag/writers/page/1/,3,"0,3,65"
quotes,https://quotes.toscrape.com/tag/books/page/2/,3,"0,3,50"
quotes,https://quotes.toscrape.com/author/Garrison-Keillor,3,"0,3,648"
quotes,https://quotes.toscrape.com/tag/religion/page/1/,3,"0,3,90"
quotes,https://quotes.toscrape.com/author/Jim-Henson,3,"0,3,201"
quotes,https://quotes.toscrape.com/author/Charles-M-Schulz,3,"0,3,643"
quotes,https://quotes.toscrape.com/tag/chocolate/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/tag/food/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/author/Suzanne-Collins,3,"0,3,290"
quotes,https://quotes.toscrape.com/author/Charles-Bukowski,3,"0,3,327"
quotes,https://quotes.toscrape.com/author/George-Carlin,3,"0,3,202"
quotes,https://quotes.toscrape.com/tag/insanity/page/1/,3,"0,3,52"
quotes,https://quotes.toscrape.com/tag/lies/page/1/,3,"0,3,52"
quotes,https://quotes.toscrape.com/tag/lying/page/1/,3,"0,3,52"
quotes,https://quotes.toscrape.com/tag/self-indulgence/page/1/,3,"0,3,53"
quotes,https://quotes.toscrape.com/tag/truth/page/1/,3,"0,3,122"
quotes,https://quotes.toscrape.com/tag/humor/page/2/,3,"0,3,71"
quotes,https://quotes.toscrape.com/author/Bob-Marley,3,"0,3,155"
quotes,https://quotes.toscrape.com/author/Friedrich-Nietzsche,3,"0,3,158"
quotes,https://quotes.toscrape.com/tag/lack-of-friendship/page/1/,3,"0,3,57"
quotes,https://quotes.toscrape.com/tag/lack-of-love/page/1/,3,"0,3,57"
quotes,https://quotes.toscrape.com/tag/marriage/page/1/,3,"0,3,55"
quotes,https://quotes.toscrape.com/tag/unhappy-marriage/page/1/,3,"0,3,56"
quotes,https://quotes.toscrape.com/author/Pablo-Neruda,3,"0,3,392"
quotes,https://quotes.toscrape.com/tag/poetry/page/1/,3,"0,3,96"
quotes,https://quotes.toscrape.com/tag/girls/page/1/,3,"0,3,43"
quotes,https://quotes.toscrape.com/author/James-Baldwin,3,"0,3,346"
quotes,https://quotes.toscrape.com/tag/love/page/2/,3,"0,3,194"
quotes,https://quotes.toscrape.com/author/Mother-Teresa,3,"0,3,202"
quotes,https://quotes.toscrape.com/tag/misattributed-to-mother-teresa/page/1/,3,"0,3,53"
quotes,https://quotes.toscrape.com/author/Stephenie-Meyer,3,"0,3,474"
quotes,https://quotes.toscrape.com/tag/drug/page/1/,3,"0,3,39"
quotes,https://quotes.toscrape.com/tag/romance/page/1/,3,"0,3,39"
quotes,https://quotes.toscrape.com/tag/courage/page/1/,3,"0,3,73"
quotes,https://quotes.toscrape.com/tag/simplicity/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/tag/understand/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/tag/fantasy/page/1/,3,"0,3,45"
quotes,https://quotes.toscrape.com/page/1/,3,"0,3,283"
quotes,https://quotes.toscrape.com/page/3/,3,"0,3,331"
quotes,https://quotes.toscrape.com/tag/learning/page/1/,3,"0,3,71"
quotes,https://quotes.toscrape.com/tag/seuss/page/1/,3,"0,3,53"
quotes,https://quotes.toscrape.com/author/William-Nicholson,3,"0,3,365"
quotes,https://quotes.toscrape.com/tag/misattributed-to-c-s-lewis/page/1/,3,"0,3,46"
quotes,https://quotes.toscrape.com/author/George-R-R-Martin,3,"0,3,385"
quotes,https://quotes.toscrape.com/tag/read/page/1/,3,"0,3,54"
quotes,https://quotes.toscrape.com/tag/readers/page/1/,3,"0,3,54"
quotes,https://quotes.toscrape.com/tag/reading-books/page/1/,3,"0,3,55"
quotes,https://quotes.toscrape.com/author/Alfred-Tennyson,3,"0,3,274"
quotes,https://quotes.toscrape.com/tag/misattributed-mark-twain/page/1/,3,"0,3,51"
quotes,https://quotes.toscrape.com/author/Jimi-Hendrix,3,"0,3,291"
quotes,https://quotes.toscrape.com/author/John-Lennon,3,"0,3,361"
quotes,https://quotes.toscrape.com/tag/beatles/page/1/,3,"0,3,64"
quotes,https://quotes.toscrape.com/tag/connection/page/1/,3,"0,3,64"
quotes,https://quotes.toscrape.com/tag/dreamers/page/1/,3,"0,3,64"
quotes,https://quotes.toscrape.com/tag/dreaming/page/1/,3,"0,3,64"
quotes,https://quotes.toscrape.com/tag/dreams/page/1/,3,"0,3,64"
quotes,https://quotes.toscrape.com/tag/peace/page/1/,3,"0,3,64"
quotes,https://quotes.toscrape.com/author/Khaled-Hosseini,3,"0,3,293"
quotes,https://quotes.toscrape.com/tag/good/page/1/,3,"0,3,46"
quotes,https://quotes.toscrape.com/tag/fairy-tales/page/1/,3,"0,3,57"
quotes,https://quotes.toscrape.com/tag/mind/page/1/,3,"0,3,49"
quotes,https://quotes.toscrape.com/tag/christianity/page/1/,3,"0,3,59"
quotes,https://quotes.toscrape.com/tag/faith/page/1/,3,"0,3,59"
quotes,https://quotes.toscrape.com/tag/sun/page/1/,3,"0,3,59"
quotes,https://quotes.toscrape.com/author/W-C-Fields,3,"0,3,274"
quotes,https://quotes.toscrape.com/tag/sinister/page/1/,3,"0,3,41"
quotes,https://quotes.toscrape.com/tag/romantic/page/1/,3,"0,3,52"
quotes,https://quotes.toscrape.com/tag/women/page/1/,3,"0,3,52"
quotes,https://quotes.toscrape.com/author/J-M-Barrie,3,"0,3,208"
quotes,https://quotes.toscrape.com/tag/adventure/page/1/,3,"0,3,39"
quotes,https://quotes.toscrape.com/author/E-E-Cummings,3,"0,3,462"
quotes,https://quotes.toscrape.com/tag/happiness/page/1/,3,"0,3,42"
quotes,https://quotes.toscrape.com/tag/attributed-no-source/page/1/,3,"0,3,111"
quotes,https://quotes.toscrape.com/tag/imagination/page/1/,3,"0,3,42"
quotes,https://quotes.toscrape.com/tag/music/page/1/,3,"0,3,79"
quotes,https://quotes.toscrape.com/page/4/,3,"0,3,251"
quotes,https://quotes.toscrape.com/tag/knowledge/page/1/,3,"0,3,41"
quotes,https://quotes.toscrape.com/tag/understanding/page/1/,3,"0,3,41"
quotes,https://quotes.toscrape.com/tag/wisdom/page/1/,3,"0,3,41"
quotes,https://quotes.toscrape.com/tag/dumbledore/page/1/,3,"0,3,71"
quotes,https://quotes.toscrape.com/page/5/,3,"0,3,267"
quotes,https://quotes.toscrape.com/page/6/,4,"0,3,215,288"
quotes,https://quotes.toscrape.com/tag/attributed/page/1/,3,"0,3,39"
quotes,https://quotes.toscrape.com/tag/fear/page/1/,3,"0,3,39"
quotes,https://quotes.toscrape.com/tag/inspiration/page/1/,3,"0,3,39"
quotes,https://quotes.toscrape.com/author/Alexandre-Dumas-fils,3,"0,3,482"
quotes,https://quotes.toscrape.com/tag/misattributed-to-einstein/page/1/,3,"0,3,45"
quotes,https://quotes.toscrape.com/page/7/,3,"0,3,413"
quotes,https://quotes.toscrape.com/tag/alcohol/page/1/,3,"0,3,74"
quotes,https://quotes.toscrape.com/tag/the-hunger-games/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/author/J-R-R-Tolkien,3,"0,3,516"
quotes,https://quotes.toscrape.com/tag/bilbo/page/1/,3,"0,3,43"
quotes,https://quotes.toscrape.com/tag/journey/page/1/,3,"0,3,43"
quotes,https://quotes.toscrape.com/tag/lost/page/1/,3,"0,3,43"
quotes,https://quotes.toscrape.com/tag/quest/page/1/,3,"0,3,43"
quotes,https://quotes.toscrape.com/tag/travel/page/1/,3,"0,3,43"
quotes,https://quotes.toscrape.com/tag/wander/page/1/,3,"0,3,43"
quotes,https://quotes.toscrape.com/tag/live-death-love/page/1/,3,"0,3,51"
quotes,https://quotes.toscrape.com/tag/education/page/1/,3,"0,3,39"
quotes,https://quotes.toscrape.com/tag/troubles/page/1/,3,"0,3,72"
quotes,https://quotes.toscrape.com/page/8/,3,"0,3,316"
quotes,https://quotes.toscrape.com/author/Ayn-Rand,3,"0,3,291"
quotes,https://quotes.toscrape.com/page/9/,3,"0,3,385"
quotes,https://quotes.toscrape.com/tag/mistakes/page/1/,3,"0,3,41"
quotes,https://quotes.toscrape.com/tag/integrity/page/1/,3,"0,3,76"
quotes,https://quotes.toscrape.com/tag/elizabeth-bennet/page/1/,3,"0,3,92"
quotes,https://quotes.toscrape.com/tag/jane-austen/page/1/,3,"0,3,92"
quotes,https://quotes.toscrape.com/tag/age/page/1/,3,"0,3,46"
quotes,https://quotes.toscrape.com/tag/fairytales/page/1/,3,"0,3,46"
quotes,https://quotes.toscrape.com/tag/growing-up/page/1/,3,"0,3,47"
quotes,https://quotes.toscrape.com/tag/god/page/1/,3,"0,3,55"
quotes,https://quotes.toscrape.com/page/10/,3,"0,3,272"
quotes,https://quotes.toscrape.com/author/Harper-Lee,3,"0,3,365"
quotes,https://quotes.toscrape.com/tag/better-life-empathy/page/1/,3,"0,3,60"
scrape,https://quotes.toscrape.com/,2,"2,5"
scrape,https://quotes.toscrape.com/login,2,"2,5"
scrape,https://quotes.toscrape.com/author/Albert-Einstein,2,"2,5"
scrape,https://quotes.toscrape.com/tag/change/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/deep-thoughts/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/thinking/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/world/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/J-K-Rowling,2,"2,5"
scrape,https://quotes.toscrape.com/tag/abilities/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/choices/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/inspirational/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/life/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/live/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/miracle/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/miracles/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Jane-Austen,2,"2,5"
scrape,https://quotes.toscrape.com/tag/aliteracy/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/books/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/classic/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/humor/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Marilyn-Monroe,2,"2,5"
scrape,https://quotes.toscrape.com/tag/be-yourself/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/adulthood/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/success/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/value/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Andre-Gide,2,"2,5"
scrape,https://quotes.toscrape.com/tag/love/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Thomas-A-Edison,2,"2,5"
scrape,https://quotes.toscrape.com/tag/edison/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/failure/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/paraphrased/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Eleanor-Roosevelt,2,"2,5"
scrape,https://quotes.toscrape.com/tag/misattributed-eleanor-roosevelt/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Steve-Martin,2,"2,5"
scrape,https://quotes.toscrape.com/tag/obvious/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/simile/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/page/2/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/love/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/inspirational/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/life/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/humor/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/books/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/reading/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/friendship/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/friends/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/truth/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/simile/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Terry-Pratchett,2,"2,5"
scrape,https://quotes.toscrape.com/tag/open-mind/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/friends/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/heartbreak/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/sisters/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Elie-Wiesel,2,"2,5"
scrape,https://quotes.toscrape.com/tag/activism/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/apathy/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/hate/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/indifference/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/opposite/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/philosophy/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/death/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/George-Eliot,2,"2,5"
scrape,https://quotes.toscrape.com/author/C-S-Lewis,2,"2,5"
scrape,https://quotes.toscrape.com/tag/reading/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/tea/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Martin-Luther-King-Jr,2,"2,5"
scrape,https://quotes.toscrape.com/tag/hope/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Helen-Keller,2,"2,5"
scrape,https://quotes.toscrape.com/tag/inspirational/page/2/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Douglas-Adams,2,"2,5"
scrape,https://quotes.toscrape.com/tag/navigation/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Mark-Twain,2,"2,5"
scrape,https://quotes.toscrape.com/tag/contentment/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/friendship/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Allen-Saunders,2,"2,5"
scrape,https://quotes.toscrape.com/tag/fate/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/misattributed-john-lennon/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/planning/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/plans/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Dr-Seuss,2,"2,5"
scrape,https://quotes.toscrape.com/tag/comedy/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/yourself/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/George-Bernard-Shaw,2,"2,5"
scrape,https://quotes.toscrape.com/author/Ralph-Waldo-Emerson,2,"2,5"
scrape,https://quotes.toscrape.com/tag/regrets/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/life/page/2/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Jorge-Luis-Borges,2,"2,5"
scrape,https://quotes.toscrape.com/tag/library/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Haruki-Murakami,2,"2,5"
scrape,https://quotes.toscrape.com/tag/thought/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Ernest-Hemingway,2,"2,5"
scrape,https://quotes.toscrape.com/tag/novelist-quotes/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/J-D-Salinger,2,"2,5"
scrape,https://quotes.toscrape.com/tag/authors/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/literature/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/writing/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Madeleine-LEngle,2,"2,5"
scrape,https://quotes.toscrape.com/tag/children/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/difficult/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/grown-ups/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/write/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/writers/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/books/page/2/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Garrison-Keillor,2,"2,5"
scrape,https://quotes.toscrape.com/tag/religion/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Jim-Henson,2,"2,5"
scrape,https://quotes.toscrape.com/author/Charles-M-Schulz,2,"2,5"
scrape,https://quotes.toscrape.com/tag/chocolate/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/food/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Suzanne-Collins,2,"2,5"
scrape,https://quotes.toscrape.com/author/Charles-Bukowski,2,"2,5"
scrape,https://quotes.toscrape.com/author/George-Carlin,2,"2,5"
scrape,https://quotes.toscrape.com/tag/insanity/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/lies/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/lying/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/self-indulgence/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/truth/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/humor/page/2/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Bob-Marley,2,"2,5"
scrape,https://quotes.toscrape.com/author/Friedrich-Nietzsche,2,"2,5"
scrape,https://quotes.toscrape.com/tag/lack-of-friendship/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/lack-of-love/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/marriage/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/unhappy-marriage/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Pablo-Neruda,2,"2,5"
scrape,https://quotes.toscrape.com/tag/poetry/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/girls/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/James-Baldwin,2,"2,5"
scrape,https://quotes.toscrape.com/tag/love/page/2/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Mother-Teresa,2,"2,5"
scrape,https://quotes.toscrape.com/tag/misattributed-to-mother-teresa/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Stephenie-Meyer,2,"2,5"
scrape,https://quotes.toscrape.com/tag/drug/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/romance/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/courage/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/simplicity/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/understand/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/fantasy/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/page/3/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/learning/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/seuss/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/William-Nicholson,2,"2,5"
scrape,https://quotes.toscrape.com/tag/misattributed-to-c-s-lewis/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/George-R-R-Martin,2,"2,5"
scrape,https://quotes.toscrape.com/tag/read/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/readers/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/reading-books/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Alfred-Tennyson,2,"2,5"
scrape,https://quotes.toscrape.com/tag/misattributed-mark-twain/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/author/Jimi-Hendrix,2,"2,5"
scrape,https://quotes.toscrape.com/author/John-Lennon,2,"2,5"
scrape,https://quotes.toscrape.com/tag/beatles/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/connection/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/dreamers/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/dreaming/page/1/,2,"2,5"
scrape,https://quotes.toscrape.com/tag/dreams/page/1/,2,"2,5"
